name,value
Lastgang_SOLL_el,"[0.0, 40.0, 100.0, 100.0, 100.0, 56.0308106418228, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 0.0, 0.0, 0.0, 2.96015000000001, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 53.0152530354046, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 0.0, 0.0, 0.0, 2.96015000000001, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 53.0152530354046, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 0.0, 0.0, 0.0, 2.96015000000001, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 53.0152530354046, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 0.0, 0.0, 0.0, 2.96015000000001, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 53.0152530354046, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 0.0, 0.0, 0.0, 2.96015000000001, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 3.05076064182281, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.2053641365864, 100.0, 100.0, 100.0, 100.0, 52.020202020202, 52.020202020202, 3.05076064182281, 0.0, 0.0, 0.0, 50.0]"
Lastgang_SOLL_Gas_oder_SOC,"[10.0, 0.0, 49.5, 98.505, 147.01995, 151.520253035405, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 148.5, 97.515, 47.03985, 0.0, 0.0, 0.0, 0.0, 0.0, 49.5, 98.505, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 148.5, 97.515, 47.03985, 0.0, 0.0, 0.0, 0.0, 0.0, 49.5, 98.505, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 148.5, 97.515, 47.03985, 0.0, 0.0, 0.0, 0.0, 0.0, 49.5, 98.505, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 148.5, 97.515, 47.03985, 0.0, 0.0, 0.0, 0.0, 0.0, 49.5, 98.505, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 148.5, 97.515, 47.03985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 151.520253035405, 100.505050505051, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.15331049522057, 54.6017773902684, 103.555759616366, 152.020202020202, 200.0, 200.0, 200.0, 151.520253035405, 100.505050505051, 50.0, 0.0, 0.0]"
